pole_id,lon,lat,weather_risk_score,forest_distance,forest_area,pole_slope,pole_height,spatial_risk_score,train_fire_count_3km,train_fire_area_3km,train_fire_proxy_3km,valid_fire_count_3km,valid_fire_area_3km,valid_fire_proxy_3km
51,127.59081674487028,37.72604517871942,28.532482880044363,63.1409839036838,5954405.0,13.4218024505036,63.8417358398438,21,1,0.0,1,0,0.0,0
52,127.59029234558184,37.72586457998028,28.532108496808117,59.6859744103145,9308575.0,13.2626466016794,69.4665145874023,21,1,0.0,1,0,0.0,0
53,127.58977441716284,37.72568549486544,28.53173818371068,74.6926318289345,9308575.0,12.4333923611169,53.674388885498,21,1,0.0,1,0,0.0,0
54,127.58924024426096,37.72550064333745,28.531356879787374,113.37673135987,9273828.0,11.6550498388242,53.674388885498,18,1,0.0,1,0,0.0,0
55,127.5887369787913,37.72532959691049,28.53100462310534,116.959960632444,9273828.0,11.2932358016212,50.1227493286133,18,1,0.0,1,0,0.0,0
56,127.58820989287838,37.7251505561464,28.530636733407395,75.8786346880969,9484464.0,10.8737427549592,50.7644233703613,21,1,0.0,1,0,0.0,0
57,127.58770507249336,37.72497795438182,28.530282992775216,51.5005232412035,9479314.0,10.5910121209311,53.0326728820801,21,1,0.0,1,0,0.0,0
58,127.58717763462168,37.72479762045842,28.529914267005942,37.1706465348152,9468015.0,10.1481780644084,53.0326728820801,25,1,0.0,1,0,0.0,0
59,127.5866521887398,37.7246186332911,28.529549100680644,13.5478856247156,9462115.0,9.83824897610715,54.971305847168,28,1,0.0,1,0,0.0,0
60,127.58614908156252,37.72444761450208,28.529200962609643,10.149759021354,4364078.0,10.0179868024619,54.971305847168,25,1,0.0,1,0,0.0,0
61,127.5856154651338,37.72426489672422,28.528830020453363,28.8499283094425,4366628.0,9.4878666997724,81.2001037597656,23,1,0.0,1,0,0.0,0
62,127.58509654709766,37.72408711448595,28.52846998089663,41.0920503702393,4366628.0,9.43948482061477,81.2001037597656,18,1,0.0,1,0,0.0,0
63,127.58455939327304,37.72390312297376,28.528098269355272,25.3326412960218,4352254.0,9.10778878450704,94.595329284668,23,1,0.0,1,0,0.0,0
64,127.58403231627425,37.7237236644204,28.527736481830427,36.1149109449064,3723945.0,9.10293474614931,94.595329284668,18,1,0.0,1,0,0.0,0
65,127.58352301382524,37.723551412740704,28.527389908380044,24.1930949900998,3745644.0,9.42241814010301,98.9381942749023,23,1,0.0,1,0,0.0,0
66,127.58299501278286,37.72335998631793,28.52700724316964,17.2932412186823,3757693.0,9.52006054722837,98.9381942749023,23,1,0.0,1,0,0.0,0
67,127.58248067532152,37.7231835343645,28.52665429899826,3.33837911617593,3757418.0,9.98965858113097,105.904144287109,23,1,0.0,1,0,0.0,0
68,127.5819431724764,37.72299913379021,28.526286365680257,0.0,3757418.0,10.2174658799909,105.904144287109,25,1,0.0,1,0,0.0,0
69,127.58141596613436,37.72281826887232,28.52592639001641,0.0,3722921.0,10.8954325172366,149.721267700195,25,1,0.0,1,0,0.0,0
70,127.58089862290493,37.72264079314285,28.525574028902938,0.0,3717771.0,11.3082081091901,131.406982421875,25,1,0.0,1,0,0.0,0
71,127.58036604500596,37.72245812615769,28.52521225616132,0.0,3717771.0,11.4884146968114,153.152069091797,25,1,0.0,1,0,0.0,0
72,127.57986391729382,37.7222858699138,28.524871942429726,0.0,3714096.0,11.6899399672236,153.152069091797,25,1,0.0,1,0,0.0,0
73,127.5793232002084,37.72210035199472,28.524506339585933,0.0,3754193.0,12.2627009092545,182.097045898438,25,1,0.0,1,0,0.0,0
74,127.57879460100956,37.72191898592945,28.524149829740196,12.0567917798384,3669774.0,12.3677046068253,180.814834594727,25,1,0.0,1,0,0.0,0
75,127.57826164139972,37.72173613482448,28.52379130994651,24.1113298059551,3669774.0,13.2193678641806,193.227615356445,25,1,0.0,1,0,0.0,0
76,127.57773623205986,37.72155586368751,28.52343874522061,1.15216662653256,3680298.0,13.450236933572,175.598373413086,25,1,0.0,1,0,0.0,0
77,127.57722669591854,37.72138102251584,28.523097651209476,0.0,3722021.0,13.335425155679,175.598373413086,25,1,0.0,1,0,0.0,0
78,127.57668735888544,37.7211959628437,28.522737531260585,0.0,3719471.0,13.6064331757395,199.6435546875,25,1,0.0,1,0,0.0,0
79,127.5761853793188,37.72102373072456,28.522403212549705,0.0,3719471.0,13.3919336304222,199.6435546875,25,1,0.0,1,0,0.0,0
80,127.57566980235904,37.72084684447907,28.522060701262408,20.532402847748,3754994.0,13.472483177775,207.462280273438,25,1,0.0,1,0,0.0,0
81,127.57513973097392,37.72066499192184,28.521709462873208,53.7707681692326,3754994.0,13.4491717446711,207.462280273438,16,1,0.0,1,0,0.0,0
82,127.5746203448324,37.72048675278851,28.521366087383687,48.917190334746,3781842.0,13.6092116936393,163.790222167969,20,1,0.0,1,0,0.0,0
83,127.57409992066212,37.7203081361195,28.521022857205686,8.5834700371081,3772068.0,13.6758566924504,182.057357788086,25,1,0.0,1,0,0.0,0
84,127.5735968541763,37.72014098140934,28.520701548696564,23.1327819628641,3777243.0,13.6732184449021,123.420951843262,25,1,0.0,1,0,0.0,0
85,127.57306511735872,37.71996204030022,28.520358786463667,45.6690573490895,3577156.0,13.7718634162981,123.420951843262,20,1,0.0,1,0,0.0,0
86,127.57255793196896,37.71978963359867,28.520029644679703,58.3618320877032,3569307.0,14.0050327554345,108.269828796387,16,1,0.0,1,0,0.0,0
87,127.57203752707824,37.71958713804412,28.519648427942386,58.0767273839948,3569307.0,14.3476139005989,114.512954711914,16,1,0.0,1,0,0.0,0
88,127.55928324330176,37.71533751362325,28.51179346056844,0.0,3819343.0,20.7750876214769,396.879333496094,29,1,0.0,1,0,0.0,0
89,127.5598105022931,37.7155184904726,28.512117174260432,0.0,3782595.0,20.777118950474,375.081909179688,29,1,0.0,1,0,0.0,0
90,127.56034386834132,37.71570166054608,28.51244567579879,0.0,3791619.0,20.5723433139476,384.228393554688,29,1,0.0,1,0,0.0,0
91,127.5608489527804,37.715874993980414,28.512757383215636,0.0,3791619.0,20.4812418246756,387.608001708984,29,1,0.0,1,0,0.0,0
92,127.56135215569428,37.71604778403879,28.51306888839127,0.0,3767895.0,20.3394899909029,387.608001708984,29,1,0.0,1,0,0.0,0
93,127.56186364060176,37.71622334326778,28.513386216483397,0.0,3775320.0,20.1619379544995,355.833770751953,29,1,0.0,1,0,0.0,0
94,127.56239941834026,37.71640727821289,28.51371955903816,0.0,3598981.0,19.9811500658592,323.309387207031,26,1,0.0,1,0,0.0,0
95,127.56290292969976,37.71658014896567,28.514033672257504,0.0,3598981.0,19.5630159230576,334.119445800781,26,1,0.0,1,0,0.0,0
96,127.56341009707252,37.71675422285167,28.51435079077416,0.0,3499686.0,19.1828524774435,334.119445800781,26,1,0.0,1,0,0.0,0
97,127.563921205738,37.71692963134775,28.51467116610125,0.0,3522760.0,18.6682400261004,325.061920166016,26,1,0.0,1,0,0.0,0
98,127.56444821010273,37.71711051727827,28.515002406534947,0.0,3522835.0,18.2232902151473,274.571441650391,25,1,0.0,1,0,0.0,0
99,127.56496473650294,37.71728784515428,28.515327977883995,0.0,3522860.0,17.7034907438317,275.211303710938,25,1,0.0,1,0,0.0,0
100,127.56549979197044,37.7174714964605,28.515666058837503,0.0,3558383.0,17.5650376406583,248.270767211914,25,1,0.0,1,0,0.0,0
101,127.56600532268736,37.7176449978451,28.515986293266955,4.24082896020263,3561858.0,17.3350492187382,248.270767211914,25,1,0.0,1,0,0.0,0
102,127.5665108823398,37.71781852312855,28.51630738178688,4.00040638368228,3565633.0,17.332255322106,214.498840332031,25,1,0.0,1,0,0.0,0
